transport_mode,origin_port,destination_region,cargo_type,season,carrier_reliability,customs_complexity,lead_time_days,shipment_weight_kg,distance_km,port_congestion_idx,weather_severity,customs_days,documentation_errors,is_delayed,delay_hours,base_cost_nzd,delay_cost_nzd,total_cost_nzd
Sea Freight,Port of Auckland,Dunedin,Refrigerated,Summer,High,Moderate,10.3,874.3,641.0,1.34,3.48,2.3,0,0,0.0,1049.11,0.0,1049.11
Air Cargo,Port Otago,Wellington,Refrigerated,Spring,Medium,Moderate,23.9,1027.8,1935.0,3.6,3.14,2.7,0,0,0.0,8736.7,0.0,8736.7
Air Cargo,Port Otago,Christchurch,General Merchandise,Autumn,Low,Simple,9.3,56.0,958.0,2.08,1.74,0.5,1,0,0.0,475.99,0.0,475.99
Sea Freight,Wellington Port,Dunedin,General Merchandise,Winter,Low,Moderate,18.7,528.9,2282.0,5.39,0.53,0.4,2,0,0.0,634.7,0.0,634.7
Sea Freight,Port Otago,Tauranga,General Merchandise,Spring,Medium,Simple,9.2,587.3,1318.0,5.38,5.01,2.0,1,1,26.8,704.74,1579.71,2284.44
Air Cargo,Port of Auckland,Auckland,General Merchandise,Winter,High,Simple,13.8,303.8,53.0,1.86,1.63,1.6,0,0,0.0,2582.15,0.0,2582.15
Air Cargo,Port of Auckland,Auckland,Automotive,Autumn,Medium,Moderate,14.9,681.9,1762.0,2.13,2.21,5.0,0,0,0.0,5796.32,0.0,5796.32
Sea Freight,Port of Auckland,Auckland,Refrigerated,Spring,High,Simple,26.5,184.3,1308.0,3.36,3.07,1.4,0,0,0.0,221.2,0.0,221.2
Air Cargo,Port of Auckland,Christchurch,General Merchandise,Summer,High,Simple,21.2,362.8,827.0,2.84,4.85,1.2,1,0,0.0,3083.66,0.0,3083.66
Air Cargo,Lyttelton Port,Auckland,Bulk,Autumn,Medium,Complex,17.4,1049.3,100.0,5.23,0.87,7.5,0,0,0.0,8918.93,0.0,8918.93
Air Cargo,Port Otago,Wellington,Pharmaceuticals,Autumn,Medium,Moderate,11.1,1705.8,537.0,0.45,2.58,3.1,0,0,0.0,14499.51,0.0,14499.51
Sea Freight,Port Otago,Auckland,General Merchandise,Spring,High,Simple,11.3,762.1,446.0,4.53,4.24,4.5,0,0,0.0,914.48,0.0,914.48
Road,Lyttelton Port,Wellington,General Merchandise,Spring,High,Simple,12.8,112.2,1478.0,1.98,2.33,2.9,0,1,1.5,235.69,66.57,302.26
Sea Freight,Port of Auckland,Auckland,Pharmaceuticals,Summer,Medium,Simple,15.0,958.4,1935.0,2.18,3.13,0.2,1,0,0.0,1150.1,0.0,1150.1
Sea Freight,Port of Auckland,Dunedin,General Merchandise,Spring,Low,Moderate,15.1,1873.1,625.0,4.75,3.54,3.9,1,1,35.0,2247.69,2024.01,4271.7
Road,Port of Auckland,Auckland,Hazardous,Autumn,Medium,Simple,22.0,611.5,1759.0,0.61,4.5,15.7,0,0,0.0,1284.05,0.0,1284.05
Air Cargo,Port of Tauranga,Wellington,General Merchandise,Spring,Medium,Simple,13.3,594.5,2255.0,4.23,0.57,2.6,0,0,0.0,5053.15,0.0,5053.15
Sea Freight,Port of Tauranga,Dunedin,Pharmaceuticals,Winter,Low,Simple,21.3,3856.1,1573.0,3.98,0.92,0.2,1,0,0.0,4627.27,0.0,4627.27
Air Cargo,Port of Auckland,Hamilton,Pharmaceuticals,Summer,Medium,Simple,17.8,859.1,1950.0,2.91,2.19,1.0,0,0,0.0,7302.65,0.0,7302.65
Air Cargo,Port of Auckland,Auckland,Automotive,Summer,Medium,Simple,11.6,1362.0,550.0,2.71,2.34,4.3,0,0,0.0,11577.31,0.0,11577.31
Road,Port of Auckland,Auckland,Refrigerated,Summer,High,Simple,18.9,881.9,234.0,2.84,0.99,0.6,0,1,38.0,1851.95,2940.32,4792.28
Road,Lyttelton Port,Hamilton,Refrigerated,Summer,High,Complex,15.9,249.7,945.0,2.6,2.61,4.5,0,1,24.9,524.39,1884.05,2408.44
Air Cargo,Port of Tauranga,Wellington,General Merchandise,Spring,Medium,Complex,8.6,317.3,1787.0,4.75,0.51,1.3,0,0,0.0,2697.45,0.0,2697.45
Air Cargo,Port of Tauranga,Hamilton,Automotive,Summer,High,Simple,9.9,926.6,1731.0,2.72,0.81,1.0,1,0,0.0,7875.99,0.0,7875.99
Sea Freight,Port of Tauranga,Wellington,Automotive,Spring,High,Moderate,19.7,537.1,2390.0,4.33,4.94,2.8,1,1,48.5,644.58,2571.31,3215.88
Sea Freight,Wellington Port,Wellington,Refrigerated,Winter,Medium,Moderate,13.1,464.5,1593.0,1.69,0.68,3.4,0,0,0.0,557.37,0.0,557.37
Sea Freight,Port of Auckland,Wellington,Bulk,Winter,High,Simple,17.0,68.2,1058.0,2.16,1.52,5.0,1,0,0.0,81.8,0.0,81.8
Air Cargo,Port of Tauranga,Hamilton,General Merchandise,Summer,Low,Simple,23.0,1775.9,2003.0,2.54,2.4,1.4,0,0,0.0,15094.99,0.0,15094.99
Air Cargo,Lyttelton Port,Dunedin,Refrigerated,Spring,High,Simple,14.9,1776.8,425.0,4.25,2.63,5.6,1,0,0.0,15102.57,0.0,15102.57
Sea Freight,Port of Tauranga,Auckland,Bulk,Winter,Medium,Moderate,23.7,544.4,2042.0,3.89,1.83,4.5,1,1,60.8,653.27,3133.63,3786.89
Sea Freight,Wellington Port,Christchurch,Refrigerated,Spring,Medium,Moderate,10.1,1015.2,947.0,1.77,4.63,0.9,0,0,0.0,1218.18,0.0,1218.18
Air Cargo,Port of Tauranga,Auckland,Refrigerated,Spring,Medium,Complex,23.5,206.6,427.0,6.08,0.35,1.3,1,0,0.0,1756.41,0.0,1756.41
Sea Freight,Port of Tauranga,Wellington,General Merchandise,Summer,High,Moderate,11.6,610.6,447.0,2.45,2.91,0.7,1,0,0.0,732.77,0.0,732.77
Road,Port of Auckland,Dunedin,Automotive,Summer,Medium,Complex,17.5,512.2,2460.0,3.33,2.21,1.5,0,0,0.0,1075.7,0.0,1075.7
Sea Freight,Lyttelton Port,Wellington,Automotive,Spring,Low,Complex,20.8,905.1,1577.0,4.6,0.79,3.6,0,1,35.8,1086.14,1659.25,2745.39
Air Cargo,Port of Auckland,Tauranga,Pharmaceuticals,Spring,Low,Moderate,29.0,557.4,477.0,1.01,3.3,1.1,2,1,55.7,4737.63,7986.4,12724.03
Rail,Port of Auckland,Christchurch,Bulk,Winter,Medium,Simple,36.3,602.0,708.0,3.2,2.52,2.8,0,1,50.7,1083.63,2352.22,3435.85
Sea Freight,Port of Tauranga,Tauranga,Hazardous,Autumn,Medium,Simple,10.4,330.5,962.0,3.58,0.58,2.9,1,1,21.4,396.55,1324.42,1720.96
Air Cargo,Port of Tauranga,Hamilton,General Merchandise,Winter,High,Moderate,31.0,89.7,187.0,1.39,1.98,2.8,0,0,0.0,762.52,0.0,762.52
Sea Freight,Port of Auckland,Auckland,Pharmaceuticals,Autumn,Low,Moderate,18.4,2041.4,316.0,3.96,4.19,2.2,0,0,0.0,2449.66,0.0,2449.66
Air Cargo,Lyttelton Port,Auckland,Hazardous,Summer,Low,Simple,12.7,59.8,1916.0,4.17,4.06,3.9,0,0,0.0,508.69,0.0,508.69
Air Cargo,Lyttelton Port,Wellington,Bulk,Autumn,Medium,Moderate,25.7,314.3,1978.0,1.76,1.38,0.9,1,0,0.0,2671.35,0.0,2671.35
Sea Freight,Port of Auckland,Auckland,Bulk,Summer,Medium,Complex,19.5,524.8,2471.0,5.07,1.14,3.4,1,0,0.0,629.76,0.0,629.76
Air Cargo,Port of Tauranga,Wellington,Automotive,Autumn,Medium,Moderate,17.0,357.5,216.0,2.78,3.45,2.4,1,1,10.8,3038.43,875.91,3914.34
Road,Lyttelton Port,Wellington,General Merchandise,Spring,High,Simple,16.8,692.2,2229.0,4.12,6.8,2.2,0,0,0.0,1453.67,0.0,1453.67
Sea Freight,Port of Tauranga,Tauranga,General Merchandise,Spring,Low,Moderate,27.6,545.3,827.0,1.38,3.58,1.4,0,1,42.2,654.41,1933.63,2588.04
Sea Freight,Port of Tauranga,Wellington,Bulk,Spring,Medium,Simple,18.9,286.0,853.0,2.54,2.64,0.6,2,0,0.0,343.21,0.0,343.21
Road,Port of Auckland,Hamilton,Automotive,Spring,Medium,Simple,20.2,123.7,362.0,3.42,3.07,2.8,0,1,11.1,259.79,503.48,763.27
Air Cargo,Lyttelton Port,Tauranga,Bulk,Autumn,Medium,Moderate,22.4,168.4,2466.0,5.62,3.31,1.5,0,0,0.0,1431.13,0.0,1431.13
Road,Wellington Port,Dunedin,Refrigerated,Spring,Low,Moderate,12.0,582.9,2453.0,0.31,0.73,6.3,0,0,0.0,1224.14,0.0,1224.14
Air Cargo,Lyttelton Port,Auckland,Refrigerated,Spring,Medium,Simple,21.0,1546.4,2169.0,3.67,4.31,0.8,0,0,0.0,13144.05,0.0,13144.05
Road,Port of Auckland,Wellington,Bulk,Spring,High,Complex,18.4,134.9,272.0,2.72,2.94,11.5,0,1,28.8,283.2,1307.89,1591.09
Sea Freight,Port of Tauranga,Wellington,Bulk,Winter,Medium,Simple,25.9,954.6,2112.0,1.76,4.21,0.6,0,1,45.3,1145.51,2102.14,3247.65
Road,Port Otago,Wellington,Bulk,Summer,Low,Moderate,20.8,1306.5,1605.0,1.61,3.97,5.4,1,0,0.0,2743.7,0.0,2743.7
Rail,Port of Auckland,Wellington,General Merchandise,Summer,Medium,Moderate,10.0,309.2,365.0,2.92,4.01,3.7,1,0,0.0,556.6,0.0,556.6
Air Cargo,Wellington Port,Dunedin,Pharmaceuticals,Summer,Low,Simple,12.9,932.7,691.0,4.53,6.15,0.9,1,0,0.0,7927.73,0.0,7927.73
Sea Freight,Wellington Port,Wellington,Hazardous,Spring,Low,Simple,21.5,978.4,1739.0,2.58,1.54,1.9,0,0,0.0,1174.04,0.0,1174.04
Sea Freight,Port of Auckland,Christchurch,Bulk,Autumn,Medium,Complex,15.5,1034.2,2018.0,0.79,0.42,1.4,0,0,0.0,1241.08,0.0,1241.08
Sea Freight,Wellington Port,Tauranga,General Merchandise,Spring,High,Simple,13.2,1821.7,2128.0,5.59,2.01,1.3,1,0,0.0,2186.07,0.0,2186.07
Sea Freight,Port of Tauranga,Auckland,Refrigerated,Autumn,High,Simple,11.6,456.7,1382.0,2.6,1.4,3.0,0,0,0.0,548.04,0.0,548.04
Sea Freight,Port Otago,Wellington,Automotive,Winter,Medium,Simple,14.6,273.4,1360.0,0.8,5.63,2.4,1,0,0.0,328.13,0.0,328.13
Air Cargo,Port of Tauranga,Hamilton,General Merchandise,Summer,Medium,Simple,16.4,677.9,1726.0,2.75,0.17,0.9,0,0,0.0,5762.47,0.0,5762.47
Air Cargo,Port of Tauranga,Auckland,Hazardous,Summer,Medium,Complex,15.1,101.7,1955.0,2.68,2.82,5.8,0,0,0.0,864.21,0.0,864.21
Sea Freight,Lyttelton Port,Christchurch,Refrigerated,Autumn,Medium,Simple,19.3,375.1,468.0,3.45,2.93,3.4,0,1,40.9,450.09,3092.3,3542.39
Air Cargo,Lyttelton Port,Auckland,Bulk,Winter,High,Moderate,10.6,1768.0,1863.0,3.01,0.74,2.2,1,0,0.0,15028.05,0.0,15028.05
Sea Freight,Port of Auckland,Dunedin,General Merchandise,Summer,Medium,Simple,15.1,657.5,887.0,5.44,3.0,1.6,0,0,0.0,789.03,0.0,789.03
Sea Freight,Port of Tauranga,Wellington,General Merchandise,Spring,Medium,Moderate,16.9,509.1,990.0,2.33,5.73,1.1,2,1,34.1,610.94,2258.47,2869.41
Sea Freight,Port of Auckland,Wellington,Pharmaceuticals,Autumn,High,Moderate,19.5,297.1,240.0,7.04,4.49,5.4,0,1,21.1,356.46,2644.43,3000.89
Air Cargo,Port of Auckland,Christchurch,Hazardous,Spring,Medium,Simple,16.4,280.5,1492.0,1.38,1.19,0.9,0,0,0.0,2384.65,0.0,2384.65
Sea Freight,Port of Auckland,Auckland,General Merchandise,Summer,Low,Complex,14.6,266.0,279.0,3.16,0.55,0.7,0,0,0.0,319.19,0.0,319.19
Sea Freight,Port of Tauranga,Auckland,General Merchandise,Winter,High,Simple,12.2,1464.0,2287.0,2.97,0.67,4.5,0,0,0.0,1756.76,0.0,1756.76
Sea Freight,Port of Auckland,Wellington,Pharmaceuticals,Autumn,High,Moderate,18.6,3410.9,1571.0,2.52,3.15,1.2,0,0,0.0,4093.02,0.0,4093.02
Road,Port of Auckland,Wellington,General Merchandise,Spring,High,Complex,16.3,662.2,2476.0,3.02,1.48,2.0,1,1,27.1,1390.68,1617.04,3007.71
Sea Freight,Port of Auckland,Christchurch,Bulk,Autumn,High,Moderate,15.0,116.6,652.0,4.45,4.18,6.3,1,0,0.0,139.87,0.0,139.87
Air Cargo,Port of Auckland,Christchurch,Refrigerated,Winter,Medium,Moderate,15.3,1162.4,1715.0,2.7,0.58,0.8,0,0,0.0,9880.12,0.0,9880.12
Air Cargo,Port of Tauranga,Christchurch,Automotive,Spring,High,Simple,11.2,1726.8,2413.0,5.51,0.86,0.5,1,0,0.0,14677.89,0.0,14677.89
Road,Wellington Port,Christchurch,Bulk,Summer,Low,Simple,16.2,2191.6,782.0,2.85,2.51,2.9,0,0,0.0,4602.29,0.0,4602.29
Rail,Port of Auckland,Wellington,Hazardous,Summer,High,Simple,12.6,842.8,286.0,3.45,2.91,2.4,0,0,0.0,1516.96,0.0,1516.96
Sea Freight,Wellington Port,Auckland,General Merchandise,Spring,Medium,Complex,15.3,615.6,1603.0,2.32,1.6,0.5,0,0,0.0,738.72,0.0,738.72
Sea Freight,Lyttelton Port,Hamilton,Automotive,Winter,High,Complex,16.9,825.2,947.0,2.48,0.4,6.1,1,1,40.6,990.21,2225.61,3215.82
Road,Lyttelton Port,Dunedin,Refrigerated,Autumn,Low,Simple,13.4,60.4,719.0,2.71,4.39,1.3,0,0,0.0,126.9,0.0,126.9
Air Cargo,Lyttelton Port,Auckland,Pharmaceuticals,Autumn,Medium,Simple,8.6,902.3,2484.0,1.01,5.25,2.9,0,1,18.6,7669.91,2497.4,10167.31
Air Cargo,Port Otago,Wellington,Refrigerated,Summer,Low,Simple,26.4,1039.3,1898.0,1.49,1.15,5.3,0,0,0.0,8834.26,0.0,8834.26
Air Cargo,Port of Auckland,Wellington,Bulk,Summer,Medium,Simple,11.6,1074.2,1239.0,0.88,3.82,2.4,2,1,15.7,9130.65,1588.43,10719.09
Air Cargo,Port of Tauranga,Christchurch,General Merchandise,Autumn,Medium,Simple,16.5,712.4,173.0,3.03,2.54,8.0,0,0,0.0,6055.31,0.0,6055.31
Rail,Lyttelton Port,Christchurch,Bulk,Spring,Low,Moderate,18.2,1013.3,519.0,1.31,0.89,0.5,3,0,0.0,1823.93,0.0,1823.93
Rail,Port of Tauranga,Auckland,Refrigerated,Autumn,High,Complex,21.0,864.7,782.0,4.4,1.94,1.1,2,0,0.0,1556.51,0.0,1556.51
Road,Port Otago,Hamilton,Refrigerated,Winter,Medium,Moderate,8.7,148.2,1244.0,2.36,5.67,3.7,1,1,34.0,311.25,2914.24,3225.49
Sea Freight,Port of Auckland,Auckland,General Merchandise,Spring,High,Moderate,14.3,1879.1,1268.0,3.05,4.09,2.9,0,0,0.0,2254.93,0.0,2254.93
Road,Lyttelton Port,Wellington,General Merchandise,Autumn,Medium,Moderate,24.6,829.8,111.0,4.04,1.15,1.2,0,0,0.0,1742.64,0.0,1742.64
Sea Freight,Port of Tauranga,Dunedin,General Merchandise,Winter,Low,Moderate,30.0,1091.0,2361.0,5.57,1.06,2.3,0,0,0.0,1309.15,0.0,1309.15
Sea Freight,Port of Tauranga,Wellington,Refrigerated,Spring,Low,Simple,13.6,385.9,1380.0,2.57,1.62,2.7,1,0,0.0,463.1,0.0,463.1
Road,Port of Auckland,Auckland,Automotive,Summer,High,Simple,17.7,2063.0,98.0,1.93,4.8,1.7,1,0,0.0,4332.33,0.0,4332.33
Sea Freight,Lyttelton Port,Tauranga,Refrigerated,Autumn,High,Simple,12.4,608.7,1768.0,0.71,2.58,1.8,0,0,0.0,730.46,0.0,730.46
Sea Freight,Port Otago,Dunedin,Bulk,Spring,High,Moderate,16.4,959.1,225.0,4.17,4.65,0.1,1,1,22.7,1150.88,1405.96,2556.84
Sea Freight,Port of Tauranga,Hamilton,General Merchandise,Spring,High,Complex,21.9,2482.3,1817.0,1.78,1.42,4.0,0,1,37.7,2978.74,1837.24,4815.98
Road,Port Otago,Wellington,Hazardous,Summer,High,Moderate,12.4,2032.3,1769.0,3.02,1.11,1.0,0,0,0.0,4267.91,0.0,4267.91
Air Cargo,Port of Tauranga,Auckland,Refrigerated,Summer,High,Complex,17.1,878.1,2463.0,3.23,0.63,0.7,1,1,19.4,7463.48,1983.99,9447.47
Air Cargo,Port of Auckland,Tauranga,Pharmaceuticals,Autumn,Low,Simple,20.4,195.0,888.0,4.91,5.22,1.3,2,0,0.0,1657.24,0.0,1657.24
Sea Freight,Port of Auckland,Christchurch,Automotive,Autumn,Medium,Moderate,18.6,2455.7,404.0,4.77,2.31,2.1,0,0,0.0,2946.88,0.0,2946.88
Road,Port of Auckland,Dunedin,Refrigerated,Autumn,Medium,Complex,9.7,3364.9,275.0,2.44,0.58,0.5,0,1,14.1,7066.39,1184.42,8250.81
Road,Port of Tauranga,Wellington,Bulk,Winter,Medium,Moderate,18.2,137.3,226.0,5.24,1.77,0.5,1,1,20.1,288.36,1259.76,1548.11
Sea Freight,Port of Auckland,Wellington,General Merchandise,Spring,Medium,Complex,10.1,528.7,2035.0,3.33,2.87,2.0,1,1,48.8,634.44,2586.01,3220.45
Sea Freight,Lyttelton Port,Tauranga,Hazardous,Autumn,Low,Moderate,8.2,685.7,1810.0,1.73,2.78,2.0,0,0,0.0,822.85,0.0,822.85
Sea Freight,Lyttelton Port,Christchurch,General Merchandise,Spring,Medium,Simple,10.9,127.3,2441.0,1.16,4.83,0.7,0,0,0.0,152.74,0.0,152.74
Rail,Port of Auckland,Auckland,Refrigerated,Summer,High,Simple,11.8,218.3,808.0,5.32,4.16,2.0,0,1,4.2,392.87,315.16,708.03
Air Cargo,Port of Auckland,Auckland,General Merchandise,Summer,Medium,Moderate,11.1,667.2,2018.0,1.23,1.33,2.3,0,1,14.3,5671.56,747.05,6418.61
Rail,Port of Auckland,Wellington,Bulk,Winter,Low,Complex,16.2,2689.4,278.0,1.74,1.84,5.7,0,1,68.5,4840.93,3494.67,8335.6
Sea Freight,Port of Tauranga,Auckland,Refrigerated,Summer,High,Simple,30.8,72.6,2265.0,0.48,1.04,1.4,0,0,0.0,87.08,0.0,87.08
Road,Port of Auckland,Wellington,Bulk,Autumn,Medium,Moderate,14.9,1998.4,177.0,5.26,2.71,0.9,0,0,0.0,4196.58,0.0,4196.58
Road,Port of Auckland,Wellington,Hazardous,Spring,High,Moderate,17.7,1881.0,1980.0,2.22,1.16,0.9,0,0,0.0,3950.12,0.0,3950.12
Air Cargo,Wellington Port,Hamilton,General Merchandise,Summer,High,Simple,22.0,1606.9,803.0,1.51,3.28,0.6,0,0,0.0,13658.89,0.0,13658.89
Rail,Port Otago,Wellington,Bulk,Winter,Low,Simple,28.4,429.3,494.0,1.3,2.69,2.0,0,0,0.0,772.69,0.0,772.69
Sea Freight,Port of Auckland,Tauranga,Automotive,Autumn,High,Simple,16.2,590.0,1776.0,2.42,1.46,5.9,0,0,0.0,707.96,0.0,707.96
Sea Freight,Port of Tauranga,Auckland,Automotive,Summer,High,Simple,11.0,463.5,2245.0,2.02,6.92,2.0,0,0,0.0,556.16,0.0,556.16
Air Cargo,Port of Tauranga,Christchurch,Hazardous,Winter,High,Simple,26.0,2408.9,1922.0,1.1,4.95,0.1,0,0,0.0,20475.38,0.0,20475.38
Road,Lyttelton Port,Auckland,Bulk,Spring,Low,Simple,13.7,639.4,817.0,1.93,7.75,0.8,0,0,0.0,1342.8,0.0,1342.8
Air Cargo,Port of Tauranga,Hamilton,Bulk,Autumn,High,Simple,24.8,117.2,916.0,2.24,3.1,3.9,1,0,0.0,996.52,0.0,996.52
Sea Freight,Port of Auckland,Tauranga,General Merchandise,Winter,Low,Moderate,20.4,306.2,514.0,1.73,3.82,0.8,1,1,50.3,367.48,2637.68,3005.16
Air Cargo,Lyttelton Port,Hamilton,General Merchandise,Spring,High,Moderate,21.5,546.0,2069.0,4.52,2.55,1.1,0,0,0.0,4640.72,0.0,4640.72
Sea Freight,Port of Tauranga,Christchurch,General Merchandise,Spring,Low,Moderate,23.3,2505.6,312.0,4.09,1.83,1.9,0,1,19.1,3006.73,933.69,3940.42
Sea Freight,Port of Auckland,Wellington,Refrigerated,Summer,Low,Moderate,18.9,723.2,2263.0,4.67,5.17,1.3,0,1,33.8,867.87,2568.67,3436.55
Air Cargo,Port of Tauranga,Dunedin,Refrigerated,Winter,High,Complex,13.7,1002.8,1523.0,3.33,2.26,4.7,0,0,0.0,8523.57,0.0,8523.57
Road,Port of Tauranga,Tauranga,Pharmaceuticals,Winter,High,Complex,21.5,124.1,1493.0,2.0,3.28,0.5,0,0,0.0,260.71,0.0,260.71
Sea Freight,Port of Auckland,Tauranga,Refrigerated,Winter,High,Complex,11.0,1728.6,2103.0,2.66,1.81,1.1,0,1,33.5,2074.28,2598.7,4672.98
Sea Freight,Port of Auckland,Wellington,Bulk,Autumn,Medium,Simple,23.8,669.5,1685.0,2.26,0.86,1.3,0,1,31.6,803.42,1455.46,2258.89
Sea Freight,Port of Tauranga,Tauranga,Bulk,Summer,High,Complex,31.7,2083.0,795.0,4.61,6.74,0.5,0,1,26.1,2499.55,1254.45,3754.0
Sea Freight,Port of Auckland,Auckland,General Merchandise,Winter,High,Moderate,10.9,521.7,906.0,2.32,3.33,2.2,0,1,30.9,626.06,1412.48,2038.54
Road,Lyttelton Port,Auckland,General Merchandise,Autumn,High,Simple,8.8,969.3,474.0,3.32,0.95,1.3,0,0,0.0,2035.52,0.0,2035.52
Rail,Port of Auckland,Auckland,Hazardous,Winter,High,Simple,20.9,559.2,1187.0,5.16,1.55,2.7,0,0,0.0,1006.5,0.0,1006.5
Sea Freight,Port of Auckland,Auckland,Bulk,Spring,High,Moderate,16.9,173.0,320.0,2.01,2.42,3.1,0,0,0.0,207.65,0.0,207.65
Road,Lyttelton Port,Hamilton,Pharmaceuticals,Spring,Low,Simple,9.5,304.0,1650.0,5.68,2.45,0.5,0,0,0.0,638.44,0.0,638.44
Road,Lyttelton Port,Dunedin,Refrigerated,Autumn,Low,Simple,9.7,105.7,465.0,2.53,3.38,1.5,0,0,0.0,221.97,0.0,221.97
Road,Port Otago,Hamilton,Automotive,Autumn,Medium,Moderate,19.4,514.2,2167.0,2.79,2.51,0.9,0,0,0.0,1079.89,0.0,1079.89
Sea Freight,Port of Tauranga,Christchurch,Refrigerated,Winter,Medium,Moderate,18.0,888.4,1766.0,2.33,1.2,1.6,0,0,0.0,1066.02,0.0,1066.02
Rail,Port of Auckland,Christchurch,Bulk,Winter,Medium,Complex,9.9,273.5,2234.0,1.82,1.98,1.5,1,1,37.6,492.24,2066.91,2559.15
Sea Freight,Lyttelton Port,Hamilton,Hazardous,Spring,Medium,Moderate,25.8,589.3,263.0,2.58,2.03,0.3,0,1,29.0,707.14,1328.81,2035.95
Sea Freight,Lyttelton Port,Wellington,General Merchandise,Winter,Medium,Moderate,20.8,541.4,2006.0,6.84,1.75,3.3,0,1,32.7,649.72,1497.73,2147.44
Sea Freight,Port of Auckland,Dunedin,General Merchandise,Autumn,Medium,Simple,15.1,659.9,2208.0,2.6,1.62,1.6,0,0,0.0,791.83,0.0,791.83
Air Cargo,Port Otago,Christchurch,General Merchandise,Winter,Medium,Moderate,13.5,213.2,159.0,1.36,1.19,2.2,0,0,0.0,1812.59,0.0,1812.59
Sea Freight,Port of Auckland,Hamilton,Refrigerated,Winter,Medium,Simple,13.9,660.8,2498.0,0.63,3.08,2.7,0,0,0.0,792.99,0.0,792.99
Sea Freight,Wellington Port,Christchurch,Bulk,Winter,High,Complex,11.8,412.3,787.0,0.34,3.14,0.8,0,1,29.8,494.76,1361.03,1855.8
Sea Freight,Port Otago,Dunedin,General Merchandise,Winter,High,Simple,33.7,319.5,569.0,3.46,0.77,0.7,1,0,0.0,383.45,0.0,383.45
Road,Lyttelton Port,Auckland,Bulk,Summer,High,Simple,14.6,755.5,1067.0,0.8,0.5,2.7,0,0,0.0,1586.5,0.0,1586.5
Road,Wellington Port,Wellington,General Merchandise,Summer,Medium,Simple,18.9,178.2,71.0,2.37,5.39,3.4,0,1,6.1,374.16,276.9,651.06
Sea Freight,Lyttelton Port,Hamilton,Bulk,Autumn,High,Moderate,10.7,1897.4,2220.0,1.33,5.57,4.1,1,0,0.0,2276.83,0.0,2276.83
Road,Port of Auckland,Wellington,Bulk,Autumn,Medium,Complex,14.2,2234.9,708.0,4.31,3.72,3.2,1,0,0.0,4693.26,0.0,4693.26
Road,Port of Tauranga,Dunedin,Bulk,Summer,Medium,Simple,17.0,914.5,1328.0,4.04,1.45,1.3,1,0,0.0,1920.42,0.0,1920.42
Road,Port of Auckland,Wellington,Hazardous,Spring,Low,Simple,16.6,339.0,1578.0,3.32,3.5,3.6,1,0,0.0,711.8,0.0,711.8
Sea Freight,Port of Tauranga,Wellington,General Merchandise,Autumn,High,Moderate,7.0,836.8,1988.0,2.03,1.91,0.9,0,0,0.0,1004.17,0.0,1004.17
Air Cargo,Lyttelton Port,Dunedin,Automotive,Spring,Medium,Complex,14.6,786.1,663.0,2.95,4.68,1.6,0,0,0.0,6681.73,0.0,6681.73
Rail,Port of Tauranga,Wellington,General Merchandise,Summer,Medium,Simple,22.9,447.1,1807.0,3.55,1.42,5.5,0,0,0.0,804.74,0.0,804.74
Air Cargo,Port of Auckland,Christchurch,General Merchandise,Summer,High,Simple,9.7,320.9,338.0,2.79,3.34,0.9,1,0,0.0,2727.62,0.0,2727.62
Sea Freight,Port of Tauranga,Wellington,General Merchandise,Autumn,Medium,Simple,35.8,197.6,1775.0,3.14,0.24,10.8,0,0,0.0,237.09,0.0,237.09
Air Cargo,Port Otago,Auckland,Bulk,Summer,Low,Moderate,17.2,246.1,2302.0,1.94,4.58,4.5,0,0,0.0,2091.77,0.0,2091.77
Air Cargo,Port of Auckland,Christchurch,Bulk,Spring,High,Simple,18.3,896.8,258.0,0.84,0.52,4.0,0,0,0.0,7622.91,0.0,7622.91
Air Cargo,Port of Tauranga,Auckland,Bulk,Summer,Low,Simple,9.6,1786.5,336.0,2.12,6.09,2.2,0,0,0.0,15185.29,0.0,15185.29
Sea Freight,Port of Auckland,Dunedin,Refrigerated,Autumn,Low,Simple,17.3,438.8,1415.0,4.17,1.31,0.2,0,0,0.0,526.62,0.0,526.62
Sea Freight,Lyttelton Port,Hamilton,General Merchandise,Spring,Medium,Moderate,16.8,154.0,164.0,1.48,2.08,1.5,1,0,0.0,184.79,0.0,184.79
Road,Port of Auckland,Auckland,Automotive,Autumn,Medium,Complex,9.8,60.3,509.0,1.82,4.47,1.1,0,1,30.2,126.65,1364.41,1491.06
Road,Lyttelton Port,Hamilton,Hazardous,Summer,Medium,Complex,24.2,466.6,516.0,2.27,0.47,1.9,0,0,0.0,979.8,0.0,979.8
Sea Freight,Port of Auckland,Christchurch,Refrigerated,Autumn,Medium,Moderate,11.9,261.8,1229.0,3.56,0.73,1.4,0,0,0.0,314.12,0.0,314.12
Rail,Port of Auckland,Auckland,Hazardous,Autumn,Low,Moderate,15.1,361.5,659.0,1.95,4.35,1.4,0,0,0.0,650.78,0.0,650.78
Sea Freight,Wellington Port,Auckland,General Merchandise,Summer,High,Simple,24.7,271.3,1215.0,1.26,2.59,5.2,1,0,0.0,325.57,0.0,325.57
Air Cargo,Port of Auckland,Wellington,General Merchandise,Autumn,High,Moderate,10.3,922.9,1327.0,5.11,2.02,1.2,0,0,0.0,7844.37,0.0,7844.37
